message,attributes,tags,timestamp
    self.perform_authentication(request),"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.324898076Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 330, in perform_authentication","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.324902416Z
    request.user,"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.324907256Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/request.py"", line 232, in user","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.324913406Z
    self._authenticate(),"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.324918086Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/request.py"", line 385, in _authenticate","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.324922146Z
    user_auth_tuple = authenticator.authenticate(self),"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.324926456Z
                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.324930566Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework_simplejwt/authentication.py"", line 51, in authenticate","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.324935926Z
"    return self.get_user(validated_token), validated_token","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.324940546Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.324944596Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework_simplejwt/authentication.py"", line 132, in get_user","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.324948386Z
    user = self.user_model.objects.get(**{api_settings.USER_ID_FIELD: user_id}),"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.324952336Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.324956206Z
"  File ""/usr/local/lib/python3.11/site-packages/django/db/models/manager.py"", line 87, in manager_method","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.324960106Z
"    return getattr(self.get_queryset(), name)(*args, **kwargs)","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.324964436Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.324969366Z
"  File ""/usr/local/lib/python3.11/site-packages/django/db/models/query.py"", line 631, in get","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.325956896Z
    num = len(clone),"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.325962936Z
          ^^^^^^^^^^,"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.325970176Z
"  File ""/usr/local/lib/python3.11/site-packages/django/db/models/query.py"", line 368, in __len__","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.325976806Z
    self._fetch_all(),"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.325983416Z
"  File ""/usr/local/lib/python3.11/site-packages/django/db/models/query.py"", line 1954, in _fetch_all","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.325989916Z
    self._result_cache = list(self._iterable_class(self)),"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.325997656Z
                         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326005786Z
"  File ""/usr/local/lib/python3.11/site-packages/django/db/models/query.py"", line 93, in __iter__","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326011806Z
    results = compiler.execute_sql(,"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326019776Z
              ^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326026026Z
"  File ""/usr/local/lib/python3.11/site-packages/django/db/models/sql/compiler.py"", line 1621, in execute_sql","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326032546Z
    cursor = self.connection.cursor(),"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326038866Z
             ^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326045106Z
"  File ""/usr/local/lib/python3.11/site-packages/django/utils/asyncio.py"", line 26, in inner","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326051006Z
"    return func(*args, **kwargs)","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326057776Z
           ^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326064906Z
"  File ""/usr/local/lib/python3.11/site-packages/django/db/backends/base/base.py"", line 320, in cursor","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326071496Z
    return self._cursor(),"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326078216Z
           ^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326084966Z
"  File ""/usr/local/lib/python3.11/site-packages/django/db/backends/base/base.py"", line 296, in _cursor","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326090896Z
    self.ensure_connection(),"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326455456Z
"  File ""/usr/local/lib/python3.11/site-packages/django/utils/asyncio.py"", line 26, in inner","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326464276Z
"    return func(*args, **kwargs)","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326470446Z
           ^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326476026Z
"  File ""/usr/local/lib/python3.11/site-packages/django/db/backends/base/base.py"", line 278, in ensure_connection","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326480076Z
    with self.wrap_database_errors:,"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326483896Z
"  File ""/usr/local/lib/python3.11/site-packages/django/db/utils.py"", line 91, in __exit__","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326488066Z
    raise dj_exc_value.with_traceback(traceback) from exc_value,"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326492826Z
"  File ""/usr/local/lib/python3.11/site-packages/django/db/backends/base/base.py"", line 279, in ensure_connection","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326497406Z
    self.connect(),"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326501236Z
"  File ""/usr/local/lib/python3.11/site-packages/django/utils/asyncio.py"", line 26, in inner","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326505206Z
"    return func(*args, **kwargs)","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326509006Z
           ^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326512996Z
"  File ""/usr/local/lib/python3.11/site-packages/django/db/backends/base/base.py"", line 256, in connect","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326517086Z
    self.connection = self.get_new_connection(conn_params),"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326520986Z
                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326524706Z
"  File ""/usr/local/lib/python3.11/site-packages/django/utils/asyncio.py"", line 26, in inner","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326528536Z
"    return func(*args, **kwargs)","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326532526Z
           ^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326536446Z
"  File ""/usr/local/lib/python3.11/site-packages/django/db/backends/postgresql/base.py"", line 332, in get_new_connection","{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.326540326Z
    connection = self.Database.connect(**conn_params),"{""level"":""error""}","{""project"":""70a52d41-885a-4854-b650-392635199b54"",""environment"":""67be7a60-8b6c-4987-8690-dbef25befe73"",""service"":""0f0f8a2f-9703-4f78-a3ed-8fcc57a55f5a"",""deployment"":""7bae97c9-ccbe-49fe-a672-c3ea4a2a6d1e"",""replica"":""5a8db334-f6d0-4ba9-a018-aa1be977e5fd""}",2026-02-15T09:40:33.327198906Z
